household_ID,dog_total,campaign_type,Strategy,ward,village,sub_village,dog_vacc_status,dogs_yes_vacc,dogs_no_vacc,vacc_card_status,number_dogs_seen,microchip_scanned_dogs_yes,microchip_scanned_dogs_no,vacc_dog_no_chip_status,dogs_vacc_cert,RegionName.y,district
RCT0086,1,continuous,2,5,9,96,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0085,4,continuous,2,5,9,96,yes_vacc,3,1,yes_card,2,3,NA,no,3,Mara,0
RCT0084,1,continuous,2,5,9,96,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0083,1,continuous,2,5,9,96,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0082,2,continuous,2,5,9,96,no_vacc,NA,2,,2,0,NA,,NA,Mara,0
RCT0061,1,continuous,2,5,9,69,yes_vacc,1,1,yes_card,0,0,NA,no,1,Mara,0
RCT0080,1,continuous,2,5,9,9,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0079,2,continuous,2,5,9,9,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,0
RCT0078,3,continuous,2,5,9,9,no_vacc,NA,3,,0,0,NA,,NA,Mara,0
RCT0081,1,continuous,2,5,9,96,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0077,4,continuous,2,5,9,9,yes_vacc,1,3,yes_card,1,1,NA,no,1,Mara,0
RCT0076,2,continuous,2,5,9,9,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,0
RCT0075,3,continuous,2,5,9,9,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,0
RCT0074,2,continuous,2,5,9,9,no_vacc,NA,2,,2,0,NA,,NA,Mara,0
RCT0073,2,continuous,2,5,9,9,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,0
RCT0072,1,continuous,2,5,9,9,yes_vacc,1,0,yes_card,1,0,NA,no,1,Mara,0
RCT0071,2,continuous,2,5,9,9,yes_vacc,2,0,yes_card,0,2,NA,no,2,Mara,0
RCT0690,1,continuous,2,8,45,68,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0689,1,continuous,2,8,45,68,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0688,1,continuous,2,8,45,68,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0687,2,continuous,2,8,45,68,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0686,1,continuous,2,8,45,68,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0685,3,continuous,2,8,45,68,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,2
RCT0684,2,continuous,2,8,45,68,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0683,3,continuous,2,8,45,68,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,2
RCT0682,4,continuous,2,8,45,68,yes_vacc,2,2,yes_card,4,2,NA,no,2,Mara,2
RCT0681,2,continuous,2,8,45,68,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0680,5,continuous,1,11,38,115,yes_vacc,3,2,yes_card,5,3,NA,no,3,Mara,2
RCT0679,2,continuous,1,11,38,115,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0678,3,continuous,1,11,38,115,no_vacc,NA,3,,3,0,NA,,NA,Mara,2
RCT0700,2,continuous,2,8,45,3,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0699,4,continuous,2,8,45,3,yes_vacc,4,0,yes_card,4,4,NA,no,4,Mara,2
RCT0698,1,continuous,2,8,45,3,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0697,4,continuous,2,8,45,3,yes_vacc,2,2,yes_card,4,2,NA,no,2,Mara,2
RCT0696,1,continuous,2,8,45,3,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0695,4,continuous,2,8,45,3,yes_vacc,4,0,yes_card,4,4,NA,no,4,Mara,2
RCT0694,3,continuous,2,8,45,3,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,2
RCT0693,1,continuous,2,8,45,3,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0692,2,continuous,2,8,45,3,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0691,4,continuous,2,8,45,3,no_vacc,NA,4,,4,0,NA,,NA,Mara,2
RCT0710,2,continuous,2,8,45,116,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0709,1,continuous,2,8,45,116,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0708,3,continuous,2,8,45,116,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,2
RCT0707,2,continuous,2,8,45,116,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0706,4,continuous,2,8,45,116,yes_vacc,3,1,yes_card,4,3,NA,no,4,Mara,2
RCT0705,3,continuous,2,8,45,116,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,2
RCT0704,3,continuous,2,8,45,116,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,2
RCT0703,1,continuous,2,8,45,116,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0702,1,continuous,2,8,45,116,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0701,3,continuous,2,8,45,116,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0730,2,continuous,2,8,28,56,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0729,3,continuous,2,8,28,56,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,2
RCT0728,1,continuous,2,8,28,56,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0727,1,continuous,2,8,28,56,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0726,2,continuous,2,8,28,56,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0725,2,continuous,2,8,28,56,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0724,2,continuous,2,8,28,56,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0723,3,continuous,2,8,28,56,no_vacc,NA,3,,3,0,NA,,NA,Mara,2
RCT0722,2,continuous,2,8,28,56,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0721,3,continuous,2,8,28,56,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0720,1,continuous,2,8,28,91,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0719,1,continuous,2,8,28,91,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0718,2,continuous,2,8,28,91,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0717,3,continuous,2,8,28,91,yes_vacc,1,2,yes_card,2,1,NA,no,1,Mara,2
RCT0716,4,continuous,2,8,28,91,yes_vacc,4,0,yes_card,4,4,NA,no,4,Mara,2
RCT0715,1,continuous,2,8,28,91,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0714,2,continuous,2,8,28,91,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0713,5,continuous,2,8,28,91,yes_vacc,1,4,yes_card,5,1,NA,no,1,Mara,2
RCT0712,2,continuous,2,8,28,91,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0711,2,continuous,2,8,28,91,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0150,3,continuous,2,5,12,48,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,0
RCT0149,1,continuous,2,5,12,48,yes_vacc,1,0,yes_card,0,0,NA,no,1,Mara,0
RCT0148,2,continuous,2,5,12,48,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,0
RCT0147,1,continuous,2,5,12,48,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0146,1,continuous,2,5,12,48,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0145,2,continuous,2,5,12,48,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,0
RCT0144,1,continuous,2,5,12,48,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0143,1,continuous,2,5,12,48,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0142,2,continuous,2,5,12,48,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,0
RCT0141,2,continuous,2,5,12,48,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,0
RCT0140,4,continuous,2,5,12,20,yes_vacc,2,2,yes_card,2,2,NA,no,2,Mara,0
RCT0139,2,continuous,2,5,12,20,yes_vacc,2,2,yes_card,2,2,NA,no,2,Mara,0
RCT0138,3,continuous,2,5,12,20,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,0
RCT0137,2,continuous,2,5,12,20,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,0
RCT0136,1,continuous,2,5,12,20,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0135,2,continuous,2,5,12,20,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,0
RCT0134,2,continuous,2,5,12,20,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,0
RCT0133,2,continuous,2,5,12,20,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,0
RCT0132,1,continuous,2,5,12,20,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0131,1,continuous,2,5,12,20,no_vacc,NA,1,,1,0,NA,,NA,Mara,0
RCT0130,2,continuous,2,5,12,5,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,0
RCT0129,7,continuous,2,5,12,5,yes_vacc,1,6,yes_card,1,1,NA,no,1,Mara,0
RCT0128,1,continuous,2,5,12,5,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0127,1,continuous,2,5,12,5,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0126,1,continuous,2,5,12,5,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0125,3,continuous,2,5,12,5,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,0
RCT0124,1,continuous,2,5,12,5,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0123,1,continuous,2,5,12,5,yes_vacc,1,0,yes_card,1,0,NA,no,1,Mara,0
RCT0122,1,continuous,2,5,12,5,yes_vacc,1,0,yes_card,1,0,NA,no,1,Mara,0
RCT0121,1,continuous,2,5,12,5,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0120,1,continuous,2,5,10,27,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0119,1,continuous,2,5,10,27,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0118,1,continuous,2,5,10,27,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0117,1,continuous,2,5,10,27,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0116,3,continuous,2,5,10,27,yes_vacc,1,2,yes_card,1,1,NA,no,1,Mara,0
RCT0115,1,continuous,2,5,10,27,no_vacc,NA,1,,1,0,NA,,NA,Mara,0
RCT0114,1,continuous,2,5,10,27,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0113,4,continuous,2,5,10,27,yes_vacc,3,1,yes_card,3,3,NA,no,3,Mara,0
RCT0112,1,continuous,2,5,10,27,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0111,2,continuous,2,5,10,27,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,0
RCT0110,1,continuous,2,5,10,17,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0109,2,continuous,2,5,10,17,yes_vacc,2,0,yes_card,0,0,NA,no,2,Mara,0
RCT0108,1,continuous,2,5,10,17,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0107,1,continuous,2,5,10,17,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0106,1,continuous,2,5,10,17,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0105,2,continuous,2,5,10,17,yes_vacc,1,1,yes_card,0,1,NA,no,1,Mara,0
RCT0104,1,continuous,2,5,10,17,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0103,1,continuous,2,5,10,17,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0102,4,continuous,2,5,10,17,yes_vacc,4,0,yes_card,4,4,NA,no,4,Mara,0
RCT0101,2,continuous,2,5,10,17,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,0
RCT0100,1,continuous,2,5,10,60,no_vacc,NA,1,,1,0,NA,,NA,Mara,0
RCT0099,3,continuous,2,5,10,60,no_vacc,NA,3,,3,0,NA,,NA,Mara,0
RCT0098,2,continuous,2,5,10,60,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,0
RCT0097,3,continuous,2,5,10,60,yes_vacc,3,0,yes_card,2,3,NA,no,3,Mara,0
RCT0096,1,continuous,2,5,10,60,yes_vacc,1,0,yes_card,1,0,NA,no,1,Mara,0
RCT0095,3,continuous,2,5,10,60,unknown,NA,0,,1,0,NA,,NA,Mara,0
RCT0094,2,continuous,2,5,10,60,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,0
RCT0093,1,continuous,2,5,10,60,unknown,NA,0,,1,0,NA,,NA,Mara,0
RCT0092,3,continuous,2,5,10,60,yes_vacc,1,2,yes_card,1,1,NA,no,1,Mara,0
RCT0091,2,continuous,2,5,10,60,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,0
RCT0740,2,continuous,2,8,28,42,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0739,1,continuous,2,8,28,42,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0738,7,continuous,2,8,28,42,yes_vacc,3,4,yes_card,7,3,NA,no,3,Mara,2
RCT0737,4,continuous,2,8,28,42,yes_vacc,1,3,yes_card,4,1,NA,no,1,Mara,2
RCT0736,3,continuous,2,8,28,42,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0735,4,continuous,2,8,28,42,yes_vacc,4,0,yes_card,4,4,NA,no,4,Mara,2
RCT0734,1,continuous,2,8,28,42,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0733,1,continuous,2,8,28,42,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0732,5,continuous,2,8,28,42,yes_vacc,3,2,yes_card,5,3,NA,no,3,Mara,2
RCT0731,2,continuous,2,8,28,42,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0760,1,continuous,2,8,30,112,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0759,1,continuous,2,8,30,112,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0758,3,continuous,2,8,30,112,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0757,3,continuous,2,8,30,112,yes_vacc,2,1,yes_card,3,2,NA,no,1,Mara,2
RCT0756,2,continuous,2,8,30,112,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0755,3,continuous,2,8,30,112,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,2
RCT0754,4,continuous,2,8,30,112,yes_vacc,3,1,yes_card,4,3,NA,no,3,Mara,2
RCT0753,4,continuous,2,8,30,112,yes_vacc,3,1,yes_card,4,3,NA,no,3,Mara,2
RCT0752,2,continuous,2,8,30,112,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0751,3,continuous,2,8,30,112,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,2
RCT0750,3,continuous,2,8,30,43,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,2
RCT0749,4,continuous,2,8,30,43,yes_vacc,2,2,yes_card,4,2,NA,no,2,Mara,2
RCT0748,2,continuous,2,8,30,43,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0747,2,continuous,2,8,30,43,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0746,2,continuous,2,8,30,43,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0745,1,continuous,2,8,30,43,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0744,1,continuous,2,8,30,43,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0743,4,continuous,2,8,30,43,no_vacc,NA,4,,4,0,NA,,NA,Mara,2
RCT0742,2,continuous,2,8,30,43,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0741,2,continuous,2,8,30,43,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0180,2,continuous,3,2,5,128,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,0
RCT0179,1,continuous,3,2,5,128,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0178,1,continuous,3,2,5,128,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0177,1,continuous,3,2,5,128,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0176,3,continuous,3,2,5,128,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,0
RCT0175,4,continuous,3,2,5,128,yes_vacc,1,3,yes_card,4,1,NA,no,1,Mara,0
RCT0174,1,continuous,3,2,5,128,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0173,5,continuous,3,2,5,128,yes_vacc,1,4,yes_card,1,1,NA,no,1,Mara,0
RCT0172,1,continuous,3,2,5,128,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0171,1,continuous,3,2,5,128,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0170,3,continuous,3,2,5,93,no_vacc,NA,3,,3,0,NA,,NA,Mara,0
RCT0169,2,continuous,3,2,5,93,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,0
RCT0168,2,continuous,3,2,5,93,no_vacc,NA,2,,2,0,NA,,NA,Mara,0
RCT0167,1,continuous,3,2,5,93,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0166,1,continuous,3,2,5,93,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0165,1,continuous,3,2,5,93,no_vacc,NA,1,,1,0,NA,,NA,Mara,0
RCT0164,1,continuous,3,2,5,93,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0163,1,continuous,3,2,5,93,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0162,5,continuous,3,2,5,93,yes_vacc,2,3,yes_card,2,2,NA,no,2,Mara,0
RCT0161,2,continuous,3,2,5,93,yes_vacc,1,1,yes_card,2,1,NA,no,2,Mara,0
RCT0160,3,continuous,3,2,5,12,yes_vacc,1,2,yes_card,1,1,NA,no,1,Mara,0
RCT0159,2,continuous,3,2,5,12,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,0
RCT0158,1,continuous,3,2,5,12,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0157,2,continuous,3,2,5,12,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,0
RCT0156,1,continuous,3,2,5,12,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0155,2,continuous,3,2,5,12,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,0
RCT0154,1,continuous,3,2,5,12,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0153,3,continuous,3,2,5,12,yes_vacc,1,2,yes_card,1,1,NA,no,1,Mara,0
RCT0152,2,continuous,3,2,5,12,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,0
RCT0151,3,continuous,3,2,5,12,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,0
RCT0770,1,continuous,2,8,30,39,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0769,6,continuous,2,8,30,39,yes_vacc,6,0,yes_card,6,6,NA,no,6,Mara,2
RCT0768,1,continuous,2,8,30,39,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0767,3,continuous,2,8,30,39,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,2
RCT0766,3,continuous,2,8,30,39,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0765,1,continuous,2,8,30,39,no_vacc,NA,1,,1,8,NA,,NA,Mara,2
RCT0764,3,continuous,2,8,30,39,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0763,2,continuous,2,8,30,39,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0762,1,continuous,2,8,30,39,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0761,3,continuous,2,8,30,39,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0780,1,continuous,2,8,44,70,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0779,9,continuous,2,8,44,70,yes_vacc,3,6,yes_card,9,3,NA,no,3,Mara,2
RCT0778,7,continuous,2,8,44,70,yes_vacc,2,5,yes_card,7,2,NA,no,2,Mara,2
RCT0777,2,continuous,2,8,44,70,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0776,2,continuous,2,8,44,70,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0775,2,continuous,2,8,44,70,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0774,1,continuous,2,8,44,70,yes_vacc,1,0,no_card,1,1,NA,no,1,Mara,2
RCT0773,1,continuous,2,8,44,70,yes_vacc,1,0,unknown,1,1,NA,no,1,Mara,2
RCT0772,2,continuous,2,8,44,70,yes_vacc,2,0,yes_card,2,0,NA,no,2,Mara,2
RCT0771,3,continuous,2,8,44,70,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0790,4,continuous,2,8,44,51,yes_vacc,3,1,yes_card,4,3,NA,no,3,Mara,2
RCT0789,2,continuous,2,8,44,51,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0788,6,continuous,2,8,44,51,yes_vacc,4,2,yes_card,4,4,NA,no,4,Mara,2
RCT0787,1,continuous,2,8,44,51,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0786,3,continuous,2,8,44,51,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,2
RCT0785,1,continuous,2,8,44,51,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0784,3,continuous,2,8,44,51,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0783,3,continuous,2,8,44,51,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,2
RCT0782,3,continuous,2,8,44,51,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,2
RCT0781,1,continuous,2,8,44,51,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0800,4,continuous,2,8,44,84,yes_vacc,4,0,yes_card,4,4,NA,no,4,Mara,2
RCT0799,6,continuous,2,8,44,84,yes_vacc,3,3,yes_card,6,3,NA,no,3,Mara,2
RCT0798,4,continuous,2,8,44,84,yes_vacc,2,2,yes_card,4,2,NA,no,2,Mara,2
RCT0797,1,continuous,2,8,44,84,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0796,14,continuous,2,8,44,84,yes_vacc,2,12,yes_card,14,2,NA,no,2,Mara,2
RCT0795,1,continuous,2,8,44,84,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0794,1,continuous,2,8,44,84,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0793,1,continuous,2,8,44,84,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0792,1,continuous,2,8,44,84,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0791,2,continuous,2,8,44,84,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0810,1,continuous,3,7,18,23,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0809,1,continuous,3,7,18,23,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0808,2,continuous,3,7,18,23,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0807,4,continuous,3,7,18,23,yes_vacc,2,2,yes_card,4,2,NA,no,2,Mara,2
RCT0806,2,continuous,3,7,18,23,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0805,5,continuous,3,7,18,23,yes_vacc,3,2,yes_card,5,3,NA,no,3,Mara,2
RCT0804,4,continuous,3,7,18,23,yes_vacc,4,3,yes_card,4,1,NA,no,1,Mara,2
RCT0803,1,continuous,3,7,18,23,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0802,2,continuous,3,7,18,23,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0801,4,continuous,3,7,18,23,yes_vacc,2,2,yes_card,4,2,NA,no,2,Mara,2
RCT0820,5,continuous,3,7,18,114,yes_vacc,2,3,yes_card,5,2,NA,no,2,Mara,2
RCT0819,3,continuous,3,7,18,114,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,2
RCT0818,3,continuous,3,7,18,114,no_vacc,NA,3,,3,0,NA,,NA,Mara,2
RCT0817,3,continuous,3,7,18,114,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,2
RCT0816,4,continuous,3,7,18,114,no_vacc,NA,4,,4,0,NA,,NA,Mara,2
RCT0815,3,continuous,3,7,18,114,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0814,1,continuous,3,7,18,114,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0813,1,continuous,3,7,18,114,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0812,2,continuous,3,7,18,114,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,2
RCT0811,3,continuous,3,7,18,114,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,2
RCT0840,8,continuous,3,7,21,88,yes_vacc,2,6,yes_card,8,2,NA,no,2,Mara,2
RCT0839,1,continuous,3,7,21,88,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0838,3,continuous,3,7,21,88,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0837,3,continuous,3,7,21,88,no_vacc,NA,3,,3,0,NA,,NA,Mara,2
RCT0836,1,continuous,3,7,21,88,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0835,2,continuous,3,7,21,88,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0834,1,continuous,3,7,21,88,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0833,2,continuous,3,7,21,88,yes_vacc,1,1,yes_card,1,1,NA,no,1,Mara,2
RCT0832,1,continuous,3,7,21,88,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0831,4,continuous,3,7,21,88,yes_vacc,4,0,yes_card,4,4,NA,no,4,Mara,2
RCT0830,3,continuous,3,7,18,67,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,2
RCT0829,1,continuous,3,7,18,67,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0828,3,continuous,3,7,18,67,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,2
RCT0827,8,continuous,3,7,18,67,yes_vacc,1,0,yes_card,8,1,NA,no,1,Mara,2
RCT0826,1,continuous,3,7,18,67,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
